,mixed_file,orig_file,noise_file,snr,mixed_spec,orig_spec,noise_spec
101.wav,./audio/mixed/101.wav,./audio/target/b3-strum-tune_split_3.wav,./audio/noise/bar_music_split_50.wav,3,./audio/mixed_specs/101.wav.npy,./audio/target_specs/b3-strum-tune_split_3.wav.npy,./audio/noise_specs/bar_music_split_50.wav.npy
102.wav,./audio/mixed/102.wav,./audio/target/a1-strum-100_1_split_9.wav,./audio/noise/accidental_noise_split_1.wav,2,./audio/mixed_specs/102.wav.npy,./audio/target_specs/a1-strum-100_1_split_9.wav.npy,./audio/noise_specs/accidental_noise_split_1.wav.npy
103.wav,./audio/mixed/103.wav,./audio/target/d2-strum-100_split_24.wav,./audio/noise/loreta_organ_split_63.wav,1,./audio/mixed_specs/103.wav.npy,./audio/target_specs/d2-strum-100_split_24.wav.npy,./audio/noise_specs/loreta_organ_split_63.wav.npy
104.wav,./audio/mixed/104.wav,./audio/target/e3-finger-144_1_split_11.wav,./audio/noise/practiceroom_split_55.wav,1,./audio/mixed_specs/104.wav.npy,./audio/target_specs/e3-finger-144_1_split_11.wav.npy,./audio/noise_specs/practiceroom_split_55.wav.npy
105.wav,./audio/mixed/105.wav,./audio/target/g3-pick2-tune_split_10.wav,./audio/noise/lincoln_split_106.wav,2,./audio/mixed_specs/105.wav.npy,./audio/target_specs/g3-pick2-tune_split_10.wav.npy,./audio/noise_specs/lincoln_split_106.wav.npy
106.wav,./audio/mixed/106.wav,./audio/target/b2-finger-120_1_split_18.wav,./audio/noise/2-68391-B-41_split_1.wav,0,./audio/mixed_specs/106.wav.npy,./audio/target_specs/b2-finger-120_1_split_18.wav.npy,./audio/noise_specs/2-68391-B-41_split_1.wav.npy
107.wav,./audio/mixed/107.wav,./audio/target/b2-pick-144_1_split_8.wav,./audio/noise/academy_string_split_4.wav,3,./audio/mixed_specs/107.wav.npy,./audio/target_specs/b2-pick-144_1_split_8.wav.npy,./audio/noise_specs/academy_string_split_4.wav.npy
108.wav,./audio/mixed/108.wav,./audio/target/b3-pick-tune_split_4.wav,./audio/noise/soft_static_split_37.wav,3,./audio/mixed_specs/108.wav.npy,./audio/target_specs/b3-pick-tune_split_4.wav.npy,./audio/noise_specs/soft_static_split_37.wav.npy
109.wav,./audio/mixed/109.wav,./audio/target/e1-finger-tune_split_10.wav,./audio/noise/1-26188-A-30_split_1.wav,3,./audio/mixed_specs/109.wav.npy,./audio/target_specs/e1-finger-tune_split_10.wav.npy,./audio/noise_specs/1-26188-A-30_split_1.wav.npy
110.wav,./audio/mixed/110.wav,./audio/target/e3-strum-100_split_11.wav,./audio/noise/2-75726-A-6_split_1.wav,2,./audio/mixed_specs/110.wav.npy,./audio/target_specs/e3-strum-100_split_11.wav.npy,./audio/noise_specs/2-75726-A-6_split_1.wav.npy
111.wav,./audio/mixed/111.wav,./audio/target/b2-finger-120_1_split_24.wav,./audio/noise/m_sax_split_2.wav,0,./audio/mixed_specs/111.wav.npy,./audio/target_specs/b2-finger-120_1_split_24.wav.npy,./audio/noise_specs/m_sax_split_2.wav.npy
112.wav,./audio/mixed/112.wav,./audio/target/a2-strum2-tune_split_5.wav,./audio/noise/orchestra_pit_split_25.wav,4,./audio/mixed_specs/112.wav.npy,./audio/target_specs/a2-strum2-tune_split_5.wav.npy,./audio/noise_specs/orchestra_pit_split_25.wav.npy
113.wav,./audio/mixed/113.wav,./audio/target/d2-strum-120_split_13.wav,./audio/noise/2-86160-A-27_split_2.wav,1,./audio/mixed_specs/113.wav.npy,./audio/target_specs/d2-strum-120_split_13.wav.npy,./audio/noise_specs/2-86160-A-27_split_2.wav.npy
114.wav,./audio/mixed/114.wav,./audio/target/e4-pick2-tune_split_7.wav,./audio/noise/5-223810-A-35_split_2.wav,4,./audio/mixed_specs/114.wav.npy,./audio/target_specs/e4-pick2-tune_split_7.wav.npy,./audio/noise_specs/5-223810-A-35_split_2.wav.npy
115.wav,./audio/mixed/115.wav,./audio/target/e4-pick-tune_split_9.wav,./audio/noise/1-67230-A-29_split_2.wav,4,./audio/mixed_specs/115.wav.npy,./audio/target_specs/e4-pick-tune_split_9.wav.npy,./audio/noise_specs/1-67230-A-29_split_2.wav.npy
116.wav,./audio/mixed/116.wav,./audio/target/d3-strum2-tune_split_12.wav,./audio/noise/f_vox_split_5.wav,0,./audio/mixed_specs/116.wav.npy,./audio/target_specs/d3-strum2-tune_split_12.wav.npy,./audio/noise_specs/f_vox_split_5.wav.npy
117.wav,./audio/mixed/117.wav,./audio/target/e3-finger-100_split_17.wav,./audio/noise/5-213802-A-12_split_1.wav,4,./audio/mixed_specs/117.wav.npy,./audio/target_specs/e3-finger-100_split_17.wav.npy,./audio/noise_specs/5-213802-A-12_split_1.wav.npy
118.wav,./audio/mixed/118.wav,./audio/target/e1-finger-120_split_14.wav,./audio/noise/5-234879-A-1_split_2.wav,0,./audio/mixed_specs/118.wav.npy,./audio/target_specs/e1-finger-120_split_14.wav.npy,./audio/noise_specs/5-234879-A-1_split_2.wav.npy
119.wav,./audio/mixed/119.wav,./audio/target/a1-finger-100_1_split_13.wav,./audio/noise/1-39835-B-9_split_2.wav,1,./audio/mixed_specs/119.wav.npy,./audio/target_specs/a1-finger-100_1_split_13.wav.npy,./audio/noise_specs/1-39835-B-9_split_2.wav.npy
120.wav,./audio/mixed/120.wav,./audio/target/a1-strum-144_1_split_11.wav,./audio/noise/5-233019-A-31_split_2.wav,4,./audio/mixed_specs/120.wav.npy,./audio/target_specs/a1-strum-144_1_split_11.wav.npy,./audio/noise_specs/5-233019-A-31_split_2.wav.npy
121.wav,./audio/mixed/121.wav,./audio/target/d2-finger-100_split_21.wav,./audio/noise/2-39945-A-19_split_2.wav,2,./audio/mixed_specs/121.wav.npy,./audio/target_specs/d2-finger-100_split_21.wav.npy,./audio/noise_specs/2-39945-A-19_split_2.wav.npy
122.wav,./audio/mixed/122.wav,./audio/target/g3-pick-tune_split_17.wav,./audio/noise/1-75162-A-9_split_1.wav,4,./audio/mixed_specs/122.wav.npy,./audio/target_specs/g3-pick-tune_split_17.wav.npy,./audio/noise_specs/1-75162-A-9_split_1.wav.npy
123.wav,./audio/mixed/123.wav,./audio/target/d2-strum-144_split_11.wav,./audio/noise/big_hair_guitar_split_3.wav,0,./audio/mixed_specs/123.wav.npy,./audio/target_specs/d2-strum-144_split_11.wav.npy,./audio/noise_specs/big_hair_guitar_split_3.wav.npy
124.wav,./audio/mixed/124.wav,./audio/target/b3-strum2-tune_split_27.wav,./audio/noise/faded_expression_split_75.wav,2,./audio/mixed_specs/124.wav.npy,./audio/target_specs/b3-strum2-tune_split_27.wav.npy,./audio/noise_specs/faded_expression_split_75.wav.npy
125.wav,./audio/mixed/125.wav,./audio/target/e1-finger-144_split_16.wav,./audio/noise/2-117625-A-10_split_2.wav,1,./audio/mixed_specs/125.wav.npy,./audio/target_specs/e1-finger-144_split_16.wav.npy,./audio/noise_specs/2-117625-A-10_split_2.wav.npy
126.wav,./audio/mixed/126.wav,./audio/target/e2-strum2-tune_split_4.wav,./audio/noise/classical_piano_split_35.wav,4,./audio/mixed_specs/126.wav.npy,./audio/target_specs/e2-strum2-tune_split_4.wav.npy,./audio/noise_specs/classical_piano_split_35.wav.npy
127.wav,./audio/mixed/127.wav,./audio/target/b3-strum-tune_split_23.wav,./audio/noise/bar_music_split_101.wav,1,./audio/mixed_specs/127.wav.npy,./audio/target_specs/b3-strum-tune_split_23.wav.npy,./audio/noise_specs/bar_music_split_101.wav.npy
128.wav,./audio/mixed/128.wav,./audio/target/b3-finger2-tune_split_4.wav,./audio/noise/1-9887-B-49_split_2.wav,0,./audio/mixed_specs/128.wav.npy,./audio/target_specs/b3-finger2-tune_split_4.wav.npy,./audio/noise_specs/1-9887-B-49_split_2.wav.npy
129.wav,./audio/mixed/129.wav,./audio/target/a2-finger2-tune_split_26.wav,./audio/noise/5-181766-A-10_split_1.wav,1,./audio/mixed_specs/129.wav.npy,./audio/target_specs/a2-finger2-tune_split_26.wav.npy,./audio/noise_specs/5-181766-A-10_split_1.wav.npy
130.wav,./audio/mixed/130.wav,./audio/target/e1-pick-120_split_5.wav,./audio/noise/piano_improv_split_11.wav,3,./audio/mixed_specs/130.wav.npy,./audio/target_specs/e1-pick-120_split_5.wav.npy,./audio/noise_specs/piano_improv_split_11.wav.npy
131.wav,./audio/mixed/131.wav,./audio/target/a2-finger-tune_split_29.wav,./audio/noise/2-135728-A-38_split_2.wav,3,./audio/mixed_specs/131.wav.npy,./audio/target_specs/a2-finger-tune_split_29.wav.npy,./audio/noise_specs/2-135728-A-38_split_2.wav.npy
132.wav,./audio/mixed/132.wav,./audio/target/b2-strum-144_1_split_10.wav,./audio/noise/1-119125-A-45_split_2.wav,1,./audio/mixed_specs/132.wav.npy,./audio/target_specs/b2-strum-144_1_split_10.wav.npy,./audio/noise_specs/1-119125-A-45_split_2.wav.npy
133.wav,./audio/mixed/133.wav,./audio/target/a2-finger-tune_split_15.wav,./audio/noise/5-170338-B-41_split_2.wav,1,./audio/mixed_specs/133.wav.npy,./audio/target_specs/a2-finger-tune_split_15.wav.npy,./audio/noise_specs/5-170338-B-41_split_2.wav.npy
134.wav,./audio/mixed/134.wav,./audio/target/b2-finger-100_split_17.wav,./audio/noise/2-70938-A-42_split_2.wav,1,./audio/mixed_specs/134.wav.npy,./audio/target_specs/b2-finger-100_split_17.wav.npy,./audio/noise_specs/2-70938-A-42_split_2.wav.npy
135.wav,./audio/mixed/135.wav,./audio/target/g3-strum2-tune_split_83.wav,./audio/noise/big_hair_drums_split_19.wav,2,./audio/mixed_specs/135.wav.npy,./audio/target_specs/g3-strum2-tune_split_83.wav.npy,./audio/noise_specs/big_hair_drums_split_19.wav.npy
136.wav,./audio/mixed/136.wav,./audio/target/d2-strum-120_1_split_25.wav,./audio/noise/acoustic_performance_split_4.wav,0,./audio/mixed_specs/136.wav.npy,./audio/target_specs/d2-strum-120_1_split_25.wav.npy,./audio/noise_specs/acoustic_performance_split_4.wav.npy
137.wav,./audio/mixed/137.wav,./audio/target/d2-finger-144_split_9.wav,./audio/noise/2-78651-A-44_split_1.wav,0,./audio/mixed_specs/137.wav.npy,./audio/target_specs/d2-finger-144_split_9.wav.npy,./audio/noise_specs/2-78651-A-44_split_1.wav.npy
138.wav,./audio/mixed/138.wav,./audio/target/b2-finger-144_1_split_18.wav,./audio/noise/faded_expression_split_79.wav,4,./audio/mixed_specs/138.wav.npy,./audio/target_specs/b2-finger-144_1_split_18.wav.npy,./audio/noise_specs/faded_expression_split_79.wav.npy
139.wav,./audio/mixed/139.wav,./audio/target/d2-finger-144_split_14.wav,./audio/noise/2-173607-A-39_split_1.wav,0,./audio/mixed_specs/139.wav.npy,./audio/target_specs/d2-finger-144_split_14.wav.npy,./audio/noise_specs/2-173607-A-39_split_1.wav.npy
140.wav,./audio/mixed/140.wav,./audio/target/d2-strum-100_split_6.wav,./audio/noise/2-146877-A-31_split_2.wav,2,./audio/mixed_specs/140.wav.npy,./audio/target_specs/d2-strum-100_split_6.wav.npy,./audio/noise_specs/2-146877-A-31_split_2.wav.npy
141.wav,./audio/mixed/141.wav,./audio/target/d3-finger2-tune_split_27.wav,./audio/noise/m_sax_split_4.wav,2,./audio/mixed_specs/141.wav.npy,./audio/target_specs/d3-finger2-tune_split_27.wav.npy,./audio/noise_specs/m_sax_split_4.wav.npy
142.wav,./audio/mixed/142.wav,./audio/target/d2-strum-120_1_split_19.wav,./audio/noise/bass_solo_split_48.wav,1,./audio/mixed_specs/142.wav.npy,./audio/target_specs/d2-strum-120_1_split_19.wav.npy,./audio/noise_specs/bass_solo_split_48.wav.npy
143.wav,./audio/mixed/143.wav,./audio/target/e4-pick-tune_split_20.wav,./audio/noise/bygone_ep_split_10.wav,0,./audio/mixed_specs/143.wav.npy,./audio/target_specs/e4-pick-tune_split_20.wav.npy,./audio/noise_specs/bygone_ep_split_10.wav.npy
144.wav,./audio/mixed/144.wav,./audio/target/g3-strum2-tune_split_40.wav,./audio/noise/5-261464-A-23_split_2.wav,4,./audio/mixed_specs/144.wav.npy,./audio/target_specs/g3-strum2-tune_split_40.wav.npy,./audio/noise_specs/5-261464-A-23_split_2.wav.npy
145.wav,./audio/mixed/145.wav,./audio/target/e4-strum-tune_split_10.wav,./audio/noise/2-73027-A-10_split_2.wav,1,./audio/mixed_specs/145.wav.npy,./audio/target_specs/e4-strum-tune_split_10.wav.npy,./audio/noise_specs/2-73027-A-10_split_2.wav.npy
146.wav,./audio/mixed/146.wav,./audio/target/b2-strum-100_1_split_18.wav,./audio/noise/5-238021-A-35_split_2.wav,3,./audio/mixed_specs/146.wav.npy,./audio/target_specs/b2-strum-100_1_split_18.wav.npy,./audio/noise_specs/5-238021-A-35_split_2.wav.npy
147.wav,./audio/mixed/147.wav,./audio/target/a2-strum-tune_split_22.wav,./audio/noise/c_vox_split_4.wav,4,./audio/mixed_specs/147.wav.npy,./audio/target_specs/a2-strum-tune_split_22.wav.npy,./audio/noise_specs/c_vox_split_4.wav.npy
148.wav,./audio/mixed/148.wav,./audio/target/g3-strum2-tune_split_54.wav,./audio/noise/fs_piano_split_6.wav,1,./audio/mixed_specs/148.wav.npy,./audio/target_specs/g3-strum2-tune_split_54.wav.npy,./audio/noise_specs/fs_piano_split_6.wav.npy
149.wav,./audio/mixed/149.wav,./audio/target/e1-finger-tune_1_split_48.wav,./audio/noise/piano_improv_split_2.wav,0,./audio/mixed_specs/149.wav.npy,./audio/target_specs/e1-finger-tune_1_split_48.wav.npy,./audio/noise_specs/piano_improv_split_2.wav.npy
150.wav,./audio/mixed/150.wav,./audio/target/e3-strum-120_split_7.wav,./audio/noise/walk_jazz_split_15.wav,3,./audio/mixed_specs/150.wav.npy,./audio/target_specs/e3-strum-120_split_7.wav.npy,./audio/noise_specs/walk_jazz_split_15.wav.npy
151.wav,./audio/mixed/151.wav,./audio/target/e1-finger-tune_1_split_60.wav,./audio/noise/2-39443-B-19_split_1.wav,0,./audio/mixed_specs/151.wav.npy,./audio/target_specs/e1-finger-tune_1_split_60.wav.npy,./audio/noise_specs/2-39443-B-19_split_1.wav.npy
152.wav,./audio/mixed/152.wav,./audio/target/b2-strum-100_1_split_24.wav,./audio/noise/5-201274-A-21_split_2.wav,1,./audio/mixed_specs/152.wav.npy,./audio/target_specs/b2-strum-100_1_split_24.wav.npy,./audio/noise_specs/5-201274-A-21_split_2.wav.npy
153.wav,./audio/mixed/153.wav,./audio/target/a1-strum-120_1_split_11.wav,./audio/noise/loreta_organ_split_17.wav,2,./audio/mixed_specs/153.wav.npy,./audio/target_specs/a1-strum-120_1_split_11.wav.npy,./audio/noise_specs/loreta_organ_split_17.wav.npy
154.wav,./audio/mixed/154.wav,./audio/target/d3-finger-tune_split_16.wav,./audio/noise/northside_split_21.wav,2,./audio/mixed_specs/154.wav.npy,./audio/target_specs/d3-finger-tune_split_16.wav.npy,./audio/noise_specs/northside_split_21.wav.npy
155.wav,./audio/mixed/155.wav,./audio/target/g3-strum2-tune_split_68.wav,./audio/noise/2-144137-A-43_split_2.wav,2,./audio/mixed_specs/155.wav.npy,./audio/target_specs/g3-strum2-tune_split_68.wav.npy,./audio/noise_specs/2-144137-A-43_split_2.wav.npy
156.wav,./audio/mixed/156.wav,./audio/target/e3-strum-144_split_18.wav,./audio/noise/acoustic_performance_split_45.wav,0,./audio/mixed_specs/156.wav.npy,./audio/target_specs/e3-strum-144_split_18.wav.npy,./audio/noise_specs/acoustic_performance_split_45.wav.npy
157.wav,./audio/mixed/157.wav,./audio/target/e1-finger-tune_1_split_74.wav,./audio/noise/2-54962-A-23_split_1.wav,1,./audio/mixed_specs/157.wav.npy,./audio/target_specs/e1-finger-tune_1_split_74.wav.npy,./audio/noise_specs/2-54962-A-23_split_1.wav.npy
158.wav,./audio/mixed/158.wav,./audio/target/d3-finger-tune_split_14.wav,./audio/noise/2-98392-A-23_split_1.wav,3,./audio/mixed_specs/158.wav.npy,./audio/target_specs/d3-finger-tune_split_14.wav.npy,./audio/noise_specs/2-98392-A-23_split_1.wav.npy
159.wav,./audio/mixed/159.wav,./audio/target/a1-strum-120_1_split_13.wav,./audio/noise/2-83270-A-13_split_2.wav,1,./audio/mixed_specs/159.wav.npy,./audio/target_specs/a1-strum-120_1_split_13.wav.npy,./audio/noise_specs/2-83270-A-13_split_2.wav.npy
160.wav,./audio/mixed/160.wav,./audio/target/b2-strum-100_1_split_26.wav,./audio/noise/practiceroom_split_2.wav,0,./audio/mixed_specs/160.wav.npy,./audio/target_specs/b2-strum-100_1_split_26.wav.npy,./audio/noise_specs/practiceroom_split_2.wav.npy
161.wav,./audio/mixed/161.wav,./audio/target/e1-finger-tune_1_split_62.wav,./audio/noise/5-160614-E-48_split_2.wav,3,./audio/mixed_specs/161.wav.npy,./audio/target_specs/e1-finger-tune_1_split_62.wav.npy,./audio/noise_specs/5-160614-E-48_split_2.wav.npy
162.wav,./audio/mixed/162.wav,./audio/target/e3-strum-120_split_5.wav,./audio/noise/warming_up_split_26.wav,3,./audio/mixed_specs/162.wav.npy,./audio/target_specs/e3-strum-120_split_5.wav.npy,./audio/noise_specs/warming_up_split_26.wav.npy
163.wav,./audio/mixed/163.wav,./audio/target/e1-finger-tune_1_split_76.wav,./audio/noise/5-160614-G-48_split_2.wav,0,./audio/mixed_specs/163.wav.npy,./audio/target_specs/e1-finger-tune_1_split_76.wav.npy,./audio/noise_specs/5-160614-G-48_split_2.wav.npy
164.wav,./audio/mixed/164.wav,./audio/target/d3-finger-tune_split_28.wav,./audio/noise/electric_solo_split_115.wav,0,./audio/mixed_specs/164.wav.npy,./audio/target_specs/d3-finger-tune_split_28.wav.npy,./audio/noise_specs/electric_solo_split_115.wav.npy
165.wav,./audio/mixed/165.wav,./audio/target/e4-strum-tune_split_12.wav,./audio/noise/classical_piano_split_95.wav,3,./audio/mixed_specs/165.wav.npy,./audio/target_specs/e4-strum-tune_split_12.wav.npy,./audio/noise_specs/classical_piano_split_95.wav.npy
166.wav,./audio/mixed/166.wav,./audio/target/g3-strum2-tune_split_42.wav,./audio/noise/1-26188-A-30_split_1.wav,0,./audio/mixed_specs/166.wav.npy,./audio/target_specs/g3-strum2-tune_split_42.wav.npy,./audio/noise_specs/1-26188-A-30_split_1.wav.npy
167.wav,./audio/mixed/167.wav,./audio/target/g3-strum2-tune_split_56.wav,./audio/noise/5-216370-B-41_split_1.wav,3,./audio/mixed_specs/167.wav.npy,./audio/target_specs/g3-strum2-tune_split_56.wav.npy,./audio/noise_specs/5-216370-B-41_split_1.wav.npy
168.wav,./audio/mixed/168.wav,./audio/target/a2-strum-tune_split_20.wav,./audio/noise/1-115920-B-22_split_1.wav,0,./audio/mixed_specs/168.wav.npy,./audio/target_specs/a2-strum-tune_split_20.wav.npy,./audio/noise_specs/1-115920-B-22_split_1.wav.npy
169.wav,./audio/mixed/169.wav,./audio/target/d3-finger2-tune_split_25.wav,./audio/noise/window_music_split_4.wav,4,./audio/mixed_specs/169.wav.npy,./audio/target_specs/d3-finger2-tune_split_25.wav.npy,./audio/noise_specs/window_music_split_4.wav.npy
170.wav,./audio/mixed/170.wav,./audio/target/b2-finger-100_split_29.wav,./audio/noise/music_class_split_37.wav,4,./audio/mixed_specs/170.wav.npy,./audio/target_specs/b2-finger-100_split_29.wav.npy,./audio/noise_specs/music_class_split_37.wav.npy
171.wav,./audio/mixed/171.wav,./audio/target/d2-strum-100_split_4.wav,./audio/noise/5-208810-B-11_split_1.wav,1,./audio/mixed_specs/171.wav.npy,./audio/target_specs/d2-strum-100_split_4.wav.npy,./audio/noise_specs/5-208810-B-11_split_1.wav.npy
172.wav,./audio/mixed/172.wav,./audio/target/e4-pick-tune_split_22.wav,./audio/noise/orchestra_tuning_split_5.wav,0,./audio/mixed_specs/172.wav.npy,./audio/target_specs/e4-pick-tune_split_22.wav.npy,./audio/noise_specs/orchestra_tuning_split_5.wav.npy
173.wav,./audio/mixed/173.wav,./audio/target/d3-finger-tune_split_2.wav,./audio/noise/bar_music_split_35.wav,4,./audio/mixed_specs/173.wav.npy,./audio/target_specs/d3-finger-tune_split_2.wav.npy,./audio/noise_specs/bar_music_split_35.wav.npy
174.wav,./audio/mixed/174.wav,./audio/target/d3-finger2-tune_split_19.wav,./audio/noise/5-221878-A-34_split_2.wav,4,./audio/mixed_specs/174.wav.npy,./audio/target_specs/d3-finger2-tune_split_19.wav.npy,./audio/noise_specs/5-221878-A-34_split_2.wav.npy
175.wav,./audio/mixed/175.wav,./audio/target/g3-strum2-tune_split_81.wav,./audio/noise/loreta_organ_split_28.wav,0,./audio/mixed_specs/175.wav.npy,./audio/target_specs/g3-strum2-tune_split_81.wav.npy,./audio/noise_specs/loreta_organ_split_28.wav.npy
176.wav,./audio/mixed/176.wav,./audio/target/b2-finger-100_split_15.wav,./audio/noise/faded_expression_split_18.wav,4,./audio/mixed_specs/176.wav.npy,./audio/target_specs/b2-finger-100_split_15.wav.npy,./audio/noise_specs/faded_expression_split_18.wav.npy
177.wav,./audio/mixed/177.wav,./audio/target/d2-finger-144_split_16.wav,./audio/noise/2-39443-A-19_split_1.wav,3,./audio/mixed_specs/177.wav.npy,./audio/target_specs/d2-finger-144_split_16.wav.npy,./audio/noise_specs/2-39443-A-19_split_1.wav.npy
178.wav,./audio/mixed/178.wav,./audio/target/a2-finger-tune_split_17.wav,./audio/noise/window_music_split_12.wav,1,./audio/mixed_specs/178.wav.npy,./audio/target_specs/a2-finger-tune_split_17.wav.npy,./audio/noise_specs/window_music_split_12.wav.npy
179.wav,./audio/mixed/179.wav,./audio/target/a1-finger-120_1_split_19.wav,./audio/noise/orchestra_pit_split_108.wav,4,./audio/mixed_specs/179.wav.npy,./audio/target_specs/a1-finger-120_1_split_19.wav.npy,./audio/noise_specs/orchestra_pit_split_108.wav.npy
180.wav,./audio/mixed/180.wav,./audio/target/a2-finger2-tune_split_18.wav,./audio/noise/orchestra_tuning_split_75.wav,0,./audio/mixed_specs/180.wav.npy,./audio/target_specs/a2-finger2-tune_split_18.wav.npy,./audio/noise_specs/orchestra_tuning_split_75.wav.npy
181.wav,./audio/mixed/181.wav,./audio/target/a2-finger2-tune_split_30.wav,./audio/noise/1-73123-A-26_split_1.wav,1,./audio/mixed_specs/181.wav.npy,./audio/target_specs/a2-finger2-tune_split_30.wav.npy,./audio/noise_specs/1-73123-A-26_split_1.wav.npy
182.wav,./audio/mixed/182.wav,./audio/target/b3-finger2-tune_split_6.wav,./audio/noise/5-243449-A-14_split_2.wav,4,./audio/mixed_specs/182.wav.npy,./audio/target_specs/b3-finger2-tune_split_6.wav.npy,./audio/noise_specs/5-243449-A-14_split_2.wav.npy
183.wav,./audio/mixed/183.wav,./audio/target/b2-strum-144_1_split_12.wav,./audio/noise/classical_piano_split_133.wav,2,./audio/mixed_specs/183.wav.npy,./audio/target_specs/b2-strum-144_1_split_12.wav.npy,./audio/noise_specs/classical_piano_split_133.wav.npy
184.wav,./audio/mixed/184.wav,./audio/target/e1-pick-120_split_7.wav,./audio/noise/loreta_organ_split_93.wav,2,./audio/mixed_specs/184.wav.npy,./audio/target_specs/e1-pick-120_split_7.wav.npy,./audio/noise_specs/loreta_organ_split_93.wav.npy
